text,translation,note,categories
the Crusades were a series of religious wars between Christians and Muslims in the medieval period,十字軍は中世のキリスト教徒とイスラム教徒の間の一連の宗教戦争だった,,"history,culture,hard"
the invention of the internet has fundamentally changed how people communicate and access information,インターネットの発明は人々のコミュニケーションと情報アクセスの方法を根本的に変えた,,"history,culture,easy"
the Columbian Exchange introduced new crops animals and diseases between the Old and New Worlds,コロンブス交換は旧世界と新世界の間に新しい作物・動物・病気をもたらした,,"history,culture,hard"
the Code of Hammurabi is one of the oldest known written legal codes in history,ハンムラビ法典は歴史上知られている最古の成文法の一つである,,"history,culture,hard"
the Edo period in Japan from 1603 to 1868 was characterized by peace and cultural growth,1603年から1868年の日本の江戸時代は平和と文化的成長が特徴だった,,"history,culture,medium"
the Panama Canal shortened the maritime route between the Atlantic and Pacific Oceans,パナマ運河は大西洋と太平洋間の航海ルートを短縮した,,"history,culture,medium"
the Norman Conquest of 1066 changed the course of English history and language,1066年のノルマン征服はイギリスの歴史と言語の流れを変えた,,"history,culture,hard"
Mahatma Gandhi led India's independence movement through nonviolent civil disobedience,マハトマ・ガンジーは非暴力の市民的不服従を通じてインドの独立運動を率いた,,"history,culture,medium"
the ancient Mayan civilization developed a sophisticated writing system and calendar,古代マヤ文明は洗練された文字体系と暦を発達させた,,"history,culture,medium"
the Nuremberg Trials prosecuted major war criminals after World War Two,ニュルンベルク裁判は第二次世界大戦後に主要な戦争犯罪者を訴追した,,"history,culture,hard"
Diwali is one of the most important festivals celebrated across the Indian subcontinent,ディワリはインド亜大陸全体で祝われる最も重要な祭りの一つだ,,"history,culture,easy"
the Hundred Years' War between England and France lasted from 1337 to 1453,百年戦争はイングランドとフランスの間で1337年から1453年まで続いた,,"history,culture,hard"
the African Union promotes unity and cooperation among African nations,アフリカ連合はアフリカ諸国の団結と協力を推進する,,"history,culture,medium"
the Spanish Armada's defeat in 1588 marked a turning point in European naval power,1588年のスペイン無敵艦隊の敗北はヨーロッパ海軍力の転換点となった,,"history,culture,hard"
the Qin Dynasty unified China and standardized weights measures and writing,秦朝は中国を統一し度量衡と文字を統一した,,"history,culture,medium"
Ramadan is the ninth month of the Islamic calendar observed by fasting from dawn to sunset,ラマダンはイスラム暦の9番目の月で日の出から日没まで断食する,,"history,culture,easy"
the Bolshevik Revolution of 1917 led to the creation of the Soviet Union,1917年のボリシェヴィキ革命はソビエト連邦の成立につながった,,"history,culture,hard"
the Acropolis of Athens served as the center of religious and civic life in ancient Greece,アテネのアクロポリスは古代ギリシャの宗教的・市民的生活の中心として機能した,,"history,culture,medium"
the abacus is one of the earliest calculating tools used by civilizations worldwide,そろばんは世界中の文明で使われた最も初期の計算道具の一つだ,,"history,culture,easy"
the Battle of Waterloo in 1815 ended Napoleon's rule as Emperor of France,1815年のワーテルローの戦いはナポレオンのフランス皇帝としての統治を終わらせた,,"history,culture,hard"
oral traditions have preserved the history and customs of indigenous cultures for millennia,口承伝統は何千年もの間先住民文化の歴史と慣習を保存してきた,,"history,culture,medium"
the European Union was established to promote economic cooperation and peace among member states,欧州連合は加盟国間の経済協力と平和を促進するために設立された,,"history,culture,medium"
the Dead Sea Scrolls are among the oldest known manuscripts of the Hebrew Bible,死海文書はヘブライ語聖書の知られている最古の写本の一部である,,"history,culture,hard"
the Han Dynasty is considered a golden age of Chinese civilization,漢王朝は中国文明の黄金時代と考えられている,,"history,culture,medium"
the fall of Constantinople in 1453 marked the end of the Byzantine Empire,1453年のコンスタンティノープルの陥落はビザンツ帝国の終焉を告げた,,"history,culture,hard"
the Emancipation Proclamation declared the freedom of enslaved people in Confederate states,奴隷解放宣言は南部連合の州の奴隷の自由を宣言した,,"history,culture,hard"
the Polynesian navigators crossed the Pacific Ocean using stars and ocean currents,ポリネシアの航海者は星と海流を使って太平洋を渡った,,"history,culture,medium"
the United Nations was founded in 1945 to maintain international peace and security,国際連合は1945年に国際平和と安全保障の維持のために設立された,,"history,culture,medium"
the Trojan War is one of the most famous events described in ancient Greek mythology,トロイ戦争は古代ギリシャ神話に描かれた最も有名な出来事の一つだ,,"history,culture,medium"
the Tang Dynasty is often regarded as the high point of Chinese civilization,唐王朝はしばしば中国文明の頂点と見なされる,,"history,culture,medium"
the Rwandan genocide of 1994 resulted in the deaths of an estimated eight hundred thousand people,1994年のルワンダ大虐殺は推定80万人の死者をもたらした,,"history,culture,hard"
the Stone of Scone was traditionally used in the coronation of Scottish monarchs,スクーンの石はスコットランド君主の戴冠式に伝統的に使用された,,"history,culture,hard"
the Gutenberg revolution marked the transition from hand-copied manuscripts to printed books,グーテンベルク革命は手書き写本から印刷本への移行を示した,,"history,culture,medium"
the traditional Hawaiian luau celebrates culture through food music and hula dancing,伝統的なハワイのルアウは食事・音楽・フラダンスを通じて文化を祝う,,"history,culture,easy"
the Scientific Revolution of the sixteenth and seventeenth centuries established modern science,16世紀と17世紀の科学革命が近代科学を確立した,,"history,culture,medium"
the ancient Greek philosopher Socrates is known for his method of questioning,古代ギリシャの哲学者ソクラテスは問答法で知られている,,"history,culture,medium"
the apartheid system in South Africa was dismantled in the early 1990s,南アフリカのアパルトヘイト制度は1990年代初頭に解体された,,"history,culture,medium"
the development of writing around 3400 BC in Mesopotamia marked the beginning of recorded history,紀元前3400年頃のメソポタミアでの文字の発達が記録された歴史の始まりを示した,,"history,culture,hard"
the cherry blossom viewing tradition in Japan known as hanami dates back over a thousand years,花見として知られる日本の桜の観賞の伝統は千年以上の歴史がある,,"history,culture,easy"
