text,translation,note,categories
gradually increasing training volume prevents plateaus and promotes continuous improvement,トレーニング量を徐々に増やすことでプラトーを防ぎ継続的な向上を促す,,"sports,fitness,medium"
the alpine skier navigated the slalom course with remarkable speed and precision,アルペンスキーヤーが驚くべきスピードと精度でスラロームコースを滑った,,"sports,fitness,medium"
understanding your body composition helps set realistic fitness goals,体組成を理解することは現実的なフィットネス目標を設定するのに役立つ,,"sports,fitness,easy"
the shot putter launched the ball over twenty-two meters for the gold medal,砲丸投げの選手が22メートル以上投げて金メダルを獲得した,,"sports,fitness,hard"
isometric exercises involve holding a position without moving the joint,アイソメトリックエクササイズは関節を動かさずにポジションを保持する,,"sports,fitness,medium"
the badminton shuttlecock can travel at speeds exceeding four hundred kilometers per hour,バドミントンのシャトルは時速400キロメートルを超える速度で飛ぶことがある,,"sports,fitness,medium"
a proper cool-down after intense exercise helps gradually lower heart rate,激しい運動後の適切なクールダウンは心拍数を徐々に下げるのに役立つ,,"sports,fitness,easy"
the rock climber scaled the vertical cliff face using only natural handholds,ロッククライマーが自然の手がかりだけを使って垂直の崖面を登った,,"sports,fitness,hard"
overtraining syndrome occurs when the body does not have adequate time to recover,オーバートレーニング症候群は体に十分な回復時間がないときに起こる,,"sports,fitness,medium"
the equestrian show jumping course included twelve obstacles of varying heights,馬術の障害飛越コースにはさまざまな高さの12の障害が含まれていた,,"sports,fitness,medium"
breathing techniques play a vital role in managing effort during endurance sports,呼吸法は持久スポーツ中の努力を管理する上で重要な役割を果たす,,"sports,fitness,medium"
the handball team executed a textbook fast break to score the winning goal,ハンドボールチームが教科書通りの速攻で勝利のゴールを決めた,,"sports,fitness,medium"
strength training at least twice a week is recommended by most health organizations,ほとんどの健康機関は週に少なくとも2回の筋力トレーニングを推奨している,,"sports,fitness,easy"
the synchronized swimming routine was performed with perfect unison and grace,シンクロナイズドスイミングの演技は完璧な一体感と優雅さで行われた,,"sports,fitness,medium"
monitoring your resting heart rate over time is a good indicator of cardiovascular fitness,安静時心拍数の経時的な監視は心肺機能の良い指標だ,,"sports,fitness,medium"
the speed skating race was won by a margin of just three hundredths of a second,スピードスケートのレースはわずか100分の3秒差で勝負が決まった,,"sports,fitness,medium"
proper footwear designed for your specific sport reduces the risk of injury,特定のスポーツに合わせた適切なフットウェアが怪我のリスクを減らす,,"sports,fitness,easy"
the MMA fighter won by submission in the second round with an armbar,MMAファイターが第2ラウンドにアームバーで一本勝ちした,,"sports,fitness,medium"
setting specific measurable and time-bound goals helps maintain motivation in training,具体的で測定可能で期限のある目標を設定することでトレーニングのモチベーションが維持される,,"sports,fitness,easy"
the water polo team dominated possession and scored fourteen goals in the match,水球チームがボール支配を制し試合で14ゴールを記録した,,"sports,fitness,medium"
proprioceptive training on unstable surfaces improves balance and joint stability,不安定な面での固有感覚トレーニングはバランスと関節の安定性を向上させる,,"sports,fitness,hard"
the discus thrower spun three times before releasing the disc into the arena,円盤投げの選手が3回転してからアリーナにディスクを放った,,"sports,fitness,medium"
visualization and mental rehearsal techniques are used by elite athletes to enhance performance,エリートアスリートはパフォーマンスを向上させるためにイメージトレーニングとメンタルリハーサル技法を使用する,,"sports,fitness,medium"
the steeplechase runner cleared the water jump effortlessly during the final lap,障害物競走のランナーが最終ラップで水濠を軽々と越えた,,"sports,fitness,hard"
progressive resistance training systematically increases the demands placed on the musculoskeletal system,漸進的抵抗運動は筋骨格系にかかる負荷を体系的に増加させる,,"sports,fitness,hard"
the curling team delivered a perfectly placed stone to win the end,カーリングチームが完璧に配置されたストーンを投げてそのエンドに勝った,,"sports,fitness,medium"
nutrition timing around workouts can significantly impact recovery and muscle growth,ワークアウト前後の栄養摂取のタイミングは回復と筋肉の成長に大きく影響する,,"sports,fitness,medium"
the beach volleyball duo won the set with a perfectly executed block,ビーチバレーのペアが完璧に実行されたブロックでセットを取った,,"sports,fitness,medium"
