text,translation,note,categories
She could not wait to hear the whole story about the hole in the wall.,壁の穴についての話を全部聞くのが待ちきれなかった,whole hole,"typing-game,lookalike,typo-prone"
The brake on the bicycle failed and it broke through the wooden fence.,自転車のブレーキが故障し木のフェンスを突き破った,brake break,"typing-game,lookalike,typo-prone"
Write the right answer in the space provided on the right side of the page.,ページの右側に設けられたスペースに正しい答えを書きなさい,write right,"typing-game,lookalike,typo-prone"
The flour for the cake was scattered all over the flower arrangement.,ケーキ用の小麦粉が花のアレンジメントの上に散らばった,flour flower,"typing-game,lookalike,typo-prone"
The waist of the dress was tight and she did not want any waste of fabric.,ドレスのウエストはきつく生地の無駄を出したくなかった,waist waste,"typing-game,lookalike,typo-prone"
The pale man carried a pail of water up the steep flight of stairs.,顔色の悪い男が急な階段を一杯の水を持って上がった,pale pail,"typing-game,lookalike,typo-prone"
She heard a pair of birds by the pear tree singing in the early morning.,彼女は早朝に梨の木のそばで2羽の鳥が歌っているのを聞いた,pair pear,"typing-game,lookalike,typo-prone"
His course through the forest was rough and coarse branches scratched his arms.,森を通る彼の進路は荒く粗い枝が腕を引っかいた,course coarse,"typing-game,lookalike,typo-prone"
The current event will definitely affect the future current of the river.,今回の出来事は将来の川の流れに確実に影響を与えるだろう,current repeated,"typing-game,lookalike,typo-prone"
The medal ceremony was meddle-free after officials prevented any interference.,関係者が妨害を防いだおかげでメダル授与式は干渉なく行われた,medal meddle,"typing-game,lookalike,typo-prone"
The cereal farmer looked at the serial numbers on his new tractor.,穀物農家は新しいトラクターのシリアル番号を確認した,cereal serial,"typing-game,lookalike,typo-prone"
The heel of her shoe caught on a ledge and she had to heal the bruise on her knee.,靴のかかとが段差にかかり膝のあざを治さなければならなかった,heel heal,"typing-game,lookalike,typo-prone"
The plane landed on a flat plain after flying through turbulent skies.,荒れた空を飛んだ後 飛行機は平らな平原に着陸した,plane plain,"typing-game,lookalike,typo-prone"
The scent of fresh bread was sent through the air with each passing cent of warmth from the oven.,焼きたてのパンの香りがオーブンからの温かさとともに空気中に漂った,scent sent cent,"typing-game,lookalike,typo-prone"
The weak bridge could barely support the weight for a single week before repairs were needed.,弱い橋は修理が必要になるまでの一週間さえぎりぎりの荷重にしか耐えられなかった,weak week,"typing-game,lookalike,typo-prone"
She was allowed to speak aloud about the policy changes at the meeting.,彼女は会議で方針変更について声に出して話すことを許された,allowed aloud,"typing-game,lookalike,typo-prone"
The prophet predicted a huge profit for the company by the end of the year.,預言者は年末までに会社に巨大な利益があると予言した,prophet profit,"typing-game,lookalike,typo-prone"
The board of directors was bored during the lengthy financial presentation.,取締役会は長い財務プレゼンテーションの間退屈していた,board bored,"typing-game,lookalike,typo-prone"
He threw the ball through the window by accident during practice.,彼は練習中に誤ってボールを窓に投げ通してしまった,threw through,"typing-game,lookalike,typo-prone"
She decided to led the team after someone had already lead the initial discussion.,最初の議論を率いた人がいた後で彼女がチームを導くことにした,led lead,"typing-game,lookalike,typo-prone"
The role of the actor required him to roll across the stage dramatically.,俳優の役はステージ上を劇的に転がることを要求した,role roll,"typing-game,lookalike,typo-prone"
The suite at the hotel was decorated in a sweet pastel color scheme.,ホテルのスイートルームは甘いパステルカラーで装飾されていた,suite sweet,"typing-game,lookalike,typo-prone"
The tide of the ocean was tied to the gravitational pull of the moon.,海の潮汐は月の引力に結びついていた,tide tied,"typing-game,lookalike,typo-prone"
A great tale about a dragon's tail was told around the campfire that night.,その夜キャンプファイヤーの周りでドラゴンの尻尾についての素晴らしい物語が語られた,tale tail,"typing-game,lookalike,typo-prone"
They want to cite the source before visiting the site of the new building.,新しい建物の敷地を訪れる前に出典を引用したいと思っている,cite site,"typing-game,lookalike,typo-prone"
The steel bridge was designed to steal the spotlight of the city's architecture.,鋼鉄の橋は都市の建築の注目を奪うようにデザインされた,steel steal,"typing-game,lookalike,typo-prone"
She would wander around the garden and wonder about the changing seasons.,彼女は庭をさまよいながら移り変わる季節について思いを巡らせた,wander wonder,"typing-game,lookalike,typo-prone"
The herd of cattle heard the thunder and stampeded across the field.,牛の群れは雷の音を聞いて野原を暴走した,herd heard,"typing-game,lookalike,typo-prone"
The duel between the two knights was a dual display of skill and courage.,2人の騎士の決闘は技術と勇気の二重の表現だった,duel dual,"typing-game,lookalike,typo-prone"
The presence of the celebrity was a great present for the crowd.,セレブの存在は群衆にとって素晴らしいプレゼントだった,presence present,"typing-game,lookalike,typo-prone"
I need to practice my speech before the actual practice session begins.,実際の練習セッションが始まる前にスピーチを練習する必要がある,practice repeated,"typing-game,lookalike,typo-prone"
The emigrant who left his homeland became an immigrant in his new country.,故国を離れた移民者は新しい国で移住者になった,emigrant immigrant,"typing-game,lookalike,typo-prone"
The canvas painting depicted a man who wanted to canvass the neighborhood for votes.,キャンバスの絵は投票を求めて近所を回りたい男を描いていた,canvas canvass,"typing-game,lookalike,typo-prone"
The lightning struck the tree and the lightening sky revealed the damage at dawn.,稲妻が木に落ち夜明けに明るくなる空が被害を明らかにした,lightning lightening,"typing-game,lookalike,typo-prone"
She found it hard to breathe after running and took a moment to take a breath.,走った後で呼吸するのが難しくなり一息つくために立ち止まった,breathe breath,"typing-game,lookalike,typo-prone"
