text,translation,note,categories
the parole board reviewed the inmate's behavior before granting early release,仮釈放委員会は早期釈放を認める前に受刑者の行動を審査した,,"law,legal,medium"
the franchise agreement outlines the terms under which the brand can be operated,フランチャイズ契約はブランドを運営できる条件を概説する,,"law,legal,medium"
the coroner's inquest determined the cause of the suspicious death,検死審問が不審な死因を特定した,,"law,legal,hard"
zoning regulations determine how land can be used in different areas of a city,都市計画法は都市の異なる地域での土地の利用方法を決定する,,"law,legal,medium"
the statute was enacted by the legislature and signed into law by the president,法律は立法府によって制定され大統領によって署名された,,"law,legal,medium"
the escrow account holds funds until all conditions of the agreement are met,エスクロー口座は契約のすべての条件が満たされるまで資金を保持する,,"law,legal,hard"
the right to counsel ensures that every accused person has access to legal representation,弁護人の権利はすべての被告人が法的代理人にアクセスできることを保証する,,"law,legal,medium"
the freedom of information act allows citizens to request government records,情報公開法は市民が政府の記録を請求することを認める,,"law,legal,medium"
the legal guardian was appointed by the court to make decisions for the minor,法定後見人は未成年者のための決定を行うために裁判所によって任命された,,"law,legal,medium"
the cross-examination of the witness revealed inconsistencies in the testimony,証人の反対尋問で証言の矛盾が明らかになった,,"law,legal,medium"
the rules of evidence govern what information can be presented in court,証拠法則は裁判で提出できる情報を規定する,,"law,legal,medium"
the legal term caveat emptor means let the buyer beware,法的用語のカベアト・エンプトールは買い手の危険負担を意味する,,"law,legal,hard"
the cease and desist letter demanded the company stop its infringing activities,排除通知書は会社に権利侵害活動の停止を要求した,,"law,legal,medium"
the juvenile justice system focuses on rehabilitation rather than punishment for young offenders,少年司法制度は若い犯罪者に対して罰よりも更生に重点を置く,,"law,legal,medium"
the prenuptial agreement defined the division of assets in the event of divorce,婚前契約は離婚の場合の資産分割を定めた,,"law,legal,medium"
the amicus curiae brief was filed by a third party to assist the court,法廷助言書は裁判所を支援するために第三者によって提出された,,"law,legal,hard"
the indictment formally charged the suspect with multiple counts of fraud,起訴状は容疑者を複数の詐欺罪で正式に起訴した,,"law,legal,hard"
the presumption of innocence places the burden of proof on the prosecution,無罪推定は立証責任を検察に課す,,"law,legal,medium"
the mandatory minimum sentencing laws require judges to impose fixed prison terms,最低刑法は裁判官に一定の刑期を科すことを要求する,,"law,legal,hard"
the commercial lease agreement specifies rent payment terms and maintenance responsibilities,商業リース契約は賃料支払い条件と保守責任を明記する,,"law,legal,medium"
the International Criminal Court prosecutes individuals for genocide and crimes against humanity,国際刑事裁判所はジェノサイドと人道に対する罪で個人を訴追する,,"law,legal,hard"
the discovery process allows both parties to gather relevant information before trial,証拠開示手続きは裁判前に双方が関連情報を収集することを可能にする,,"law,legal,medium"
the equal protection clause guarantees that all citizens are treated equally under the law,平等保護条項はすべての市民が法の下で平等に扱われることを保証する,,"law,legal,medium"
the deferred prosecution agreement allows the company to avoid charges by meeting specific conditions,起訴猶予合意により会社は特定の条件を満たすことで起訴を回避できる,,"law,legal,hard"
the jurisprudence of a country evolves through legislation and judicial interpretation,国の法学は立法と司法解釈を通じて進化する,,"law,legal,hard"
the landlord-tenant dispute was resolved through mediation rather than going to trial,家主と借主の紛争は裁判に至らず調停を通じて解決された,,"law,legal,easy"
the right against self-incrimination protects individuals from being forced to testify against themselves,自己負罪拒否権は個人が自分に不利な証言を強制されることを防ぐ,,"law,legal,hard"
