text,translation,note,categories
al dente pasta should be firm to the bite but not crunchy in the center,アルデンテのパスタは歯ごたえがありつつ中心がカリカリでないべきだ,,"food,cooking,medium"
emulsification combines oil and water into a stable creamy mixture,乳化は油と水を安定したクリーミーな混合物に結合する,,"food,cooking,hard"
the brine solution keeps the turkey moist and flavorful during roasting,塩水溶液がローストの間に七面鳥をしっとり風味豊かに保つ,,"food,cooking,medium"
chiffonade the basil by rolling the leaves tightly and slicing into thin ribbons,バジルの葉をきつく巻いて薄いリボン状に切るシフォナードにする,,"food,cooking,hard"
rest the meat for five to ten minutes after cooking to retain its juices,肉汁を保つために調理後5～10分肉を休ませる,,"food,cooking,easy"
the pastry cream should be thick enough to hold its shape when piped,カスタードクリームは絞った時に形を保てる程度の固さであるべきだ,,"food,cooking,medium"
roast the bell peppers until the skin blisters then peel and seed them,パプリカの皮が膨れるまでローストしてから皮をむき種を取る,,"food,cooking,medium"
a mandoline slicer produces uniformly thin vegetable slices quickly,マンドリンスライサーは均一に薄い野菜のスライスを素早く作る,,"food,cooking,medium"
the roux is a mixture of equal parts butter and flour cooked together,ルーはバターと小麦粉を同量で一緒に調理した混合物である,,"food,cooking,medium"
acidic ingredients like lemon juice brighten the overall flavor of a dish,レモン汁のような酸性の食材が料理全体の風味を明るくする,,"food,cooking,easy"
dry aging beef for several weeks concentrates its flavor and tenderizes the meat,数週間のドライエイジングで牛肉の風味が凝縮され肉が柔らかくなる,,"food,cooking,hard"
the ganache should be smooth and glossy after mixing hot cream with chopped chocolate,刻んだチョコレートに熱いクリームを混ぜた後ガナッシュは滑らかで光沢があるべきだ,,"food,cooking,medium"
sous vide cooking maintains a precise temperature for perfectly even results,低温調理は完璧に均一な仕上がりのために正確な温度を維持する,,"food,cooking,hard"
the umami flavor in soy sauce comes from naturally occurring glutamic acid,醤油のうま味は天然に存在するグルタミン酸に由来する,,"food,cooking,medium"
toss the salad gently to distribute the dressing evenly without bruising the greens,葉物を傷めずにドレッシングが均一に行き渡るようにサラダを優しく和える,,"food,cooking,easy"
a good knife should be sharpened regularly to maintain a clean precise cut,良い包丁はきれいで正確な切れ味を維持するために定期的に研ぐべきだ,,"food,cooking,easy"
the bread needs to rise in a warm place until it doubles in size,パンは大きさが2倍になるまで暖かい場所で発酵させる必要がある,,"food,cooking,easy"
flash frying at high temperature creates a crispy exterior while keeping the inside tender,高温での素早い揚げは外はカリカリで中は柔らかくする,,"food,cooking,medium"
the slow cooker makes it easy to prepare tender stews and braised dishes,スロークッカーは柔らかいシチューや煮込み料理を簡単に作れる,,"food,cooking,easy"
poaching eggs in gently simmering water with a splash of vinegar creates perfectly shaped eggs,酢を少し入れた静かに沸騰した水で卵をポーチすると完璧な形の卵ができる,,"food,cooking,medium"
the ceviche is prepared by curing raw fish in citrus juice instead of using heat,セビーチェは加熱の代わりに柑橘果汁で生魚を締めて調理する,,"food,cooking,medium"
clarified butter has a higher smoke point than regular butter making it ideal for frying,澄ましバターは通常のバターより高い発煙点を持ち揚げ物に理想的だ,,"food,cooking,medium"
whipping cream should be cold before beating to achieve stiff peaks,生クリームは角が立つまで泡立てるために冷たくしておくべきだ,,"food,cooking,easy"
the five mother sauces in French cuisine are bechamel veloute espagnole hollandaise and tomato,フランス料理の5つの母ソースはベシャメル・ヴルーテ・エスパニョール・オランデーズ・トマトである,,"food,cooking,hard"
a convection oven circulates hot air for faster and more even cooking,コンベクションオーブンは熱風を循環させてより速く均一に調理する,,"food,cooking,medium"
the wok should be heated until smoking hot before adding the ingredients,食材を加える前に中華鍋を煙が出るまで熱する,,"food,cooking,medium"
zesting a lemon adds bright citrus flavor without the bitterness of the pith,レモンの皮をすりおろすと白い内皮の苦味なしに明るい柑橘の風味が加わる,,"food,cooking,easy"
the sourdough bread has a distinctive tangy flavor from natural fermentation,サワードウパンは天然発酵による独特の酸味がある,,"food,cooking,medium"
creme brulee requires a water bath in the oven to cook the custard gently,クレームブリュレはカスタードを優しく調理するためにオーブンで湯煎が必要,,"food,cooking,medium"
the spice blend garam masala typically includes cinnamon cardamom cloves and cumin,スパイスブレンドのガラムマサラには通常シナモン・カルダモン・クローブ・クミンが含まれる,,"food,cooking,medium"
smoking meat at low temperatures for many hours produces tender fall-off-the-bone results,低温で何時間も肉を燻製にすると骨から外れるほど柔らかくなる,,"food,cooking,medium"
the risotto should be stirred constantly to release starch and create a creamy texture,リゾットはでんぷんを放出しクリーミーな食感を作るために絶えずかき混ぜるべきだ,,"food,cooking,medium"
fresh herbs should be added at the end of cooking to preserve their delicate flavor,新鮮なハーブは繊細な風味を保つために調理の最後に加えるべきだ,,"food,cooking,easy"
the miso paste dissolves better when mixed with a small amount of warm broth first,味噌は最初に少量の温かいだし汁で溶くとよく溶ける,,"food,cooking,easy"
a double boiler prevents chocolate from burning by using indirect gentle heat,二重鍋は間接的な穏やかな熱を使ってチョコレートが焦げるのを防ぐ,,"food,cooking,medium"
the phyllo dough sheets should be brushed with melted butter between each layer,フィロ生地のシートは各層の間に溶かしバターを塗るべきだ,,"food,cooking,medium"
cold butter creates flaky layers in pie crust as it melts and creates steam during baking,冷たいバターは焼成中に溶けて蒸気を発生させパイ生地にサクサクの層を作る,,"food,cooking,medium"
the pressure cooker reduces cooking time significantly while retaining nutrients,圧力鍋は栄養素を保持しながら調理時間を大幅に短縮する,,"food,cooking,medium"
caramelizing onions slowly over low heat for forty-five minutes brings out their natural sweetness,玉ねぎを弱火で45分かけてゆっくりキャラメリゼすると天然の甘みが引き出される,,"food,cooking,medium"
the balsamic reduction makes an elegant drizzle for caprese salad and grilled vegetables,バルサミコ酢のリダクションはカプレーゼサラダやグリル野菜のエレガントな仕上げになる,,"food,cooking,medium"
a cast iron skillet develops a natural non-stick surface through proper seasoning over time,鋳鉄のスキレットは適切なシーズニングにより天然のノンスティック表面を時間をかけて形成する,,"food,cooking,medium"
toasting spices in a dry pan before grinding releases their essential oils and intensifies flavor,すりつぶす前に乾いた鍋でスパイスを炒るとエッセンシャルオイルが放出され風味が強まる,,"food,cooking,medium"
the meringue should form stiff glossy peaks when the whisk is lifted from the bowl,メレンゲはボウルから泡立て器を持ち上げた時にしっかりした光沢のあるツノが立つべきだ,,"food,cooking,medium"
blind baking the pie crust prevents it from becoming soggy when filled with a wet filling,パイ生地を空焼きするとウェットなフィリングを入れた時にベチャベチャになるのを防ぐ,,"food,cooking,medium"
the molecular gastronomy technique of spherification turns liquids into caviar-like spheres,分子ガストロノミーのスフェリフィケーション技法は液体をキャビアのような球体に変える,,"food,cooking,hard"
room temperature eggs incorporate into batters more easily than cold ones,常温の卵は冷たい卵よりも生地に混ざりやすい,,"food,cooking,easy"
the bouquet garni is a bundle of herbs tied together and simmered in soups and stews,ブーケガルニはハーブを束ねてスープやシチューで煮込むものである,,"food,cooking,medium"
reverse searing involves slowly cooking the steak in the oven before finishing with a hot sear,リバースシアはオーブンでゆっくり加熱した後に高温で焼き目をつける手法だ,,"food,cooking,hard"
the fondant should be rolled out on a surface dusted with powdered sugar,フォンダンは粉砂糖をまぶした台の上で伸ばすべきだ,,"food,cooking,medium"
a quality extra virgin olive oil can elevate even the simplest dishes,高品質なエクストラバージンオリーブオイルは最もシンプルな料理でも格上げできる,,"food,cooking,easy"
scoring the surface of bread dough before baking allows it to expand properly,焼く前にパン生地の表面にクープを入れると適切に膨らむ,,"food,cooking,medium"
the beurre blanc sauce is an emulsion of butter shallots and white wine vinegar,ブールブランソースはバター・エシャロット・白ワインビネガーの乳化物である,,"food,cooking,hard"
a properly tempered chocolate will have a satisfying snap when broken,適切にテンパリングされたチョコレートは割った時に心地よいパキッとした感触がある,,"food,cooking,hard"
the fermentation process in kimchi develops complex flavors over several days,キムチの発酵プロセスは数日かけて複雑な風味を発達させる,,"food,cooking,medium"
the key to a perfect omelette is low heat and gentle folding,完璧なオムレツの鍵は弱火と優しく折りたたむことだ,,"food,cooking,easy"
homemade pasta has a tender texture that dried pasta simply cannot replicate,自家製パスタは乾燥パスタでは再現できない柔らかい食感がある,,"food,cooking,medium"
the smoky flavor of chipotle peppers adds depth to Mexican-inspired dishes,チポトレペッパーのスモーキーな風味がメキシコ風料理に深みを加える,,"food,cooking,medium"
a well-maintained sourdough starter can be kept alive for decades if fed regularly,よく管理されたサワードウスターターは定期的に補給すれば何十年も維持できる,,"food,cooking,medium"
the crust of a Neapolitan pizza should be slightly charred with leopard spots,ナポリピッツァの生地はレオパード模様にわずかに焦げているべきだ,,"food,cooking,medium"
deglazing the fond from the bottom of the pan creates an incredibly rich pan sauce,鍋底のフォンをこそぎ取ると信じられないほど濃厚なパンソースができる,,"food,cooking,medium"
the art of sushi making requires years of training to master the rice and knife techniques,寿司作りの技術はご飯と包丁の技法を習得するのに何年もの修練が必要,,"food,cooking,hard"
adding a small amount of acid at the end of cooking balances rich heavy dishes,調理の最後に少量の酸を加えると濃厚な料理のバランスが取れる,,"food,cooking,medium"
the French technique mise en place means having all ingredients prepared before cooking begins,フランスのミゼンプラスという技法は調理開始前にすべての材料を準備しておくことを意味する,,"food,cooking,medium"
a well-seasoned wok develops a patina called wok hei that adds a smoky flavor,よく使い込んだ中華鍋は鑊気と呼ばれるスモーキーな風味を加えるパティナを発達させる,,"food,cooking,hard"
the Maillard reaction begins at approximately 140 degrees Celsius and creates complex flavors,メイラード反応は約140度で始まり複雑な風味を生み出す,,"food,cooking,hard"
salting eggplant before cooking draws out moisture and reduces bitterness,調理前にナスに塩をすると水分が抜け苦味が軽減される,,"food,cooking,easy"
the secret to fluffy rice is rinsing it thoroughly before cooking to remove excess starch,ふっくらしたご飯の秘密は調理前に余分なでんぷんを除去するためにしっかり洗うこと,,"food,cooking,easy"
a properly made dashi stock forms the foundation of Japanese cuisine,きちんと取っただし汁は日本料理の土台を形成する,,"food,cooking,medium"
the balance of sweet sour salty bitter and umami creates a harmonious dish,甘味・酸味・塩味・苦味・うま味のバランスが調和のとれた料理を生み出す,,"food,cooking,medium"
blooming gelatin in cold water before dissolving ensures a smooth even texture,溶かす前にゼラチンを冷水でふやかすと滑らかで均一な食感が保証される,,"food,cooking,medium"
the traditional tandoori chicken gets its red color from a mixture of yogurt and spices,伝統的なタンドリーチキンの赤い色はヨーグルトとスパイスの混合物に由来する,,"food,cooking,medium"
butter should be at room temperature for creaming with sugar in cake recipes,ケーキのレシピで砂糖とクリーム状に混ぜるためにバターは室温にしておくべきだ,,"food,cooking,easy"
the craft of cheese making involves carefully controlled fermentation and aging,チーズ作りの技術は注意深く管理された発酵と熟成を含む,,"food,cooking,hard"
a mandoline slicer should always be used with a hand guard for safety,マンドリンスライサーは安全のために必ずハンドガードを使用すべきだ,,"food,cooking,easy"
properly caramelized onions should be deep amber brown and meltingly soft,きちんとキャラメリゼされた玉ねぎは深い琥珀色の茶色でとろけるように柔らかいべきだ,,"food,cooking,medium"
the technique of braising combines dry and wet cooking methods for tough cuts of meat,ブレゼの技法は硬い肉の部位に乾式と湿式の調理法を組み合わせる,,"food,cooking,medium"
fresh pasta dough should rest for at least thirty minutes before rolling,生パスタの生地は伸ばす前に少なくとも30分休ませるべきだ,,"food,cooking,medium"
the confit method involves slowly cooking meat submerged in its own fat,コンフィは肉を自身の脂肪に浸して低温でゆっくり調理する方法だ,,"food,cooking,hard"
a sharp paring knife is essential for precise detail work in the kitchen,鋭いペティナイフはキッチンでの精密な作業に不可欠だ,,"food,cooking,easy"
