text,translation,note,categories
biomimicry looks to nature for inspiration in solving complex engineering challenges,バイオミミクリーは複雑な工学的課題を解決するためのインスピレーションを自然に求める,,"environment,nature,hard"
soil erosion removes the nutrient-rich topsoil essential for plant growth,土壌浸食は植物の成長に不可欠な栄養豊富な表土を除去する,,"environment,nature,medium"
the endangered mountain gorilla population has slowly increased thanks to conservation efforts,絶滅危惧のマウンテンゴリラの個体数は保全活動のおかげでゆっくり増加している,,"environment,nature,medium"
zero-waste lifestyles aim to send nothing to landfill by reducing reusing and composting,ゼロウェイスト生活は削減・再利用・堆肥化により埋立地に何も送らないことを目指す,,"environment,nature,easy"
the stratospheric ozone layer has been recovering since the ban on chlorofluorocarbons,成層圏のオゾン層はクロロフルオロカーボンの禁止以来回復している,,"environment,nature,hard"
urban heat islands make cities several degrees warmer than surrounding rural areas,ヒートアイランド現象は都市を周辺の農村地域より数度暖かくする,,"environment,nature,medium"
wildlife corridors connect fragmented habitats allowing animals to migrate safely,野生動物回廊は分断された生息地をつなぎ動物が安全に移動できるようにする,,"environment,nature,medium"
the precautionary principle advocates preventive action in the face of environmental uncertainty,予防原則は環境の不確実性に直面した際の予防措置を提唱する,,"environment,nature,hard"
kelp forests are among the most productive ecosystems on Earth,コンブの森は地球上で最も生産性の高い生態系の一つである,,"environment,nature,medium"
regenerative agriculture goes beyond sustainability by actively improving soil health,再生農業は持続可能性を超えて積極的に土壌の健康を改善する,,"environment,nature,medium"
the Environmental Protection Agency monitors and enforces regulations on air and water quality,環境保護庁は大気と水質に関する規制を監視し施行する,,"environment,nature,medium"
rewilding projects reintroduce native species to restore natural ecological processes,リワイルディングプロジェクトは自然の生態学的プロセスを回復するために在来種を再導入する,,"environment,nature,medium"
the dead zone in the Gulf of Mexico is caused by excess nutrient runoff from agriculture,メキシコ湾のデッドゾーンは農業からの過剰な栄養素の流出によって引き起こされる,,"environment,nature,hard"
green roofs reduce building energy consumption and manage stormwater runoff,グリーンルーフはビルのエネルギー消費を削減し雨水の流出を管理する,,"environment,nature,medium"
the water table has been declining in many regions due to excessive groundwater extraction,過度の地下水汲み上げにより多くの地域で地下水位が低下している,,"environment,nature,medium"
natural carbon sinks like forests and oceans absorb about half of human carbon emissions,森林や海洋などの自然の炭素吸収源は人間の炭素排出量の約半分を吸収する,,"environment,nature,medium"
acoustic monitoring is used to track whale populations and assess ocean health,音響モニタリングはクジラの個体数を追跡し海洋の健康を評価するために使用される,,"environment,nature,hard"
the ecological impact of fast fashion includes water pollution and textile waste,ファストファッションの生態学的影響には水質汚染と繊維廃棄物が含まれる,,"environment,nature,easy"
agroforestry integrates trees with crops and livestock for more sustainable land management,アグロフォレストリーは樹木と作物・家畜を統合しより持続可能な土地管理を行う,,"environment,nature,medium"
the international treaty on mercury known as the Minamata Convention aims to protect human health,水銀に関する国際条約である水俣条約は人間の健康を守ることを目指す,,"environment,nature,hard"
citizen-led beach cleanup events remove tons of plastic waste from coastlines annually,市民主導のビーチクリーンアップイベントは毎年海岸線から何トンものプラスチックゴミを除去する,,"environment,nature,easy"
biochar produced from agricultural waste can improve soil fertility and sequester carbon,農業廃棄物から作られるバイオ炭は土壌肥沃度を向上させ炭素を隔離できる,,"environment,nature,hard"
the intergovernmental panel on climate change publishes comprehensive assessment reports every few years,気候変動に関する政府間パネルは数年ごとに包括的な評価報告書を発表する,,"environment,nature,medium"
marine protected areas safeguard biodiversity and allow fish populations to recover,海洋保護区は生物多様性を守り魚の個体数の回復を可能にする,,"environment,nature,medium"
the endangered California condor was brought back from the brink of extinction through captive breeding,絶滅危惧のカリフォルニアコンドルは飼育下繁殖を通じて絶滅の危機から救われた,,"environment,nature,medium"
environmental impact assessments evaluate the potential effects of proposed development projects,環境影響評価は提案された開発プロジェクトの潜在的な影響を評価する,,"environment,nature,medium"
the global seed vault in Svalbard preserves crop diversity as insurance against catastrophic loss,スヴァールバルの世界種子貯蔵庫は壊滅的な損失に対する保険として作物の多様性を保存する,,"environment,nature,hard"
native plant gardens require less water and maintenance while supporting local pollinators,在来植物の庭は少ない水と手入れで地域の花粉媒介者を支援する,,"environment,nature,easy"
the Clean Air Act has significantly reduced air pollution and improved public health since its enactment,大気浄化法はその制定以来大気汚染を大幅に減少させ公衆衛生を改善した,,"environment,nature,medium"
peatlands store twice as much carbon as all the world's forests combined,泥炭地は世界中の森林を合わせた2倍の炭素を蓄えている,,"environment,nature,hard"
environmental education programs inspire the next generation to become stewards of the natural world,環境教育プログラムは次世代に自然界の守り手になるよう動機づける,,"environment,nature,easy"
the critical window for limiting global warming to manageable levels is rapidly closing,地球温暖化を管理可能なレベルに抑えるための重要な時間的猶予は急速に狭まっている,,"environment,nature,medium"
ecosystem services provided by nature include clean water pollination and climate regulation,自然が提供する生態系サービスには清浄な水・受粉・気候調節が含まれる,,"environment,nature,medium"
transitioning to a low-carbon economy requires investment in clean technology and infrastructure,低炭素経済への移行にはクリーン技術とインフラへの投資が必要だ,,"environment,nature,medium"
the relationship between human activity and environmental degradation demands urgent collective action,人間の活動と環境悪化の関係は緊急の集団的行動を要求する,,"environment,nature,medium"
conservation genetics uses DNA analysis to manage and protect endangered species populations,保全遺伝学はDNA分析を使って絶滅危惧種の集団を管理し保護する,,"environment,nature,hard"
the concept of planetary boundaries defines a safe operating space for humanity on Earth,地球の境界の概念は地球上での人類の安全な活動空間を定義する,,"environment,nature,hard"
