text,translation,note,categories
the airport shuttle bus runs every twenty minutes to downtown,空港シャトルバスは市内中心部まで20分ごとに運行している,,"travel,tourism,easy"
I would like a room with a sea view for three nights please,海の見える部屋を3泊でお願いします,,"travel,tourism,easy"
the monument was built in the eighteenth century to commemorate a historic battle,その記念碑は歴史的な戦いを記念して18世紀に建てられた,,"travel,tourism,medium"
the travel insurance covers medical emergencies and trip cancellation,旅行保険は医療の緊急事態と旅行のキャンセルをカバーする,,"travel,tourism,medium"
we arrived at the terminal just in time to catch our connecting train,乗り継ぎ列車に間に合うようにターミナルに到着した,,"travel,tourism,medium"
the snorkeling excursion revealed a colorful coral reef beneath the surface,シュノーケリングの遠足で水面下にカラフルなサンゴ礁が見えた,,"travel,tourism,medium"
the immigration officer stamped my passport after checking my documents,入国審査官が書類を確認した後パスポートにスタンプを押した,,"travel,tourism,medium"
the cable car ride up the mountain provided a breathtaking panoramic view,山へのロープウェイは息を呑むようなパノラマの景色を提供した,,"travel,tourism,medium"
I accidentally booked a non-refundable ticket and cannot change my dates,払い戻し不可の航空券を間違えて予約してしまい日程を変更できない,,"travel,tourism,medium"
the overnight sleeper train from Bangkok to Chiang Mai was an unforgettable experience,バンコクからチェンマイへの夜行寝台列車は忘れられない経験だった,,"travel,tourism,medium"
please keep your belongings with you at all times while at the airport,空港では常に手荷物を手元に置いてください,,"travel,tourism,easy"
the souvenir shop near the cathedral sells beautiful handmade jewelry,大聖堂近くの土産物店は美しい手作りのジュエリーを売っている,,"travel,tourism,easy"
we hired a local driver to take us through the national park,国立公園を案内してもらうために地元のドライバーを雇った,,"travel,tourism,medium"
the hot spring resort in the mountains was the perfect place to relax,山の温泉リゾートはリラックスするのに最適な場所だった,,"travel,tourism,easy"
the duty-free shop at the departure terminal had great deals on electronics,出発ターミナルの免税店には電子機器のお得な商品があった,,"travel,tourism,medium"
I recommend visiting the museum early in the morning to avoid the crowds,混雑を避けるために朝早く博物館を訪れることをお勧めします,,"travel,tourism,easy"
the sunset cruise along the coastline was the highlight of our vacation,海岸沿いのサンセットクルーズは私たちの休暇のハイライトだった,,"travel,tourism,medium"
we had to wait three hours at the border crossing due to heavy traffic,交通渋滞のため国境越えで3時間待たなければならなかった,,"travel,tourism,medium"
the ancient temple complex attracts millions of visitors from around the world every year,古代の寺院群は毎年世界中から数百万人の訪問者を引きつける,,"travel,tourism,medium"
I forgot to turn off data roaming and received a huge phone bill,データローミングを切り忘れて高額な電話料金が来た,,"travel,tourism,easy"
the local cuisine was a delightful mix of spicy and sweet flavors,地元の料理は辛味と甘味が心地よく混ざっていた,,"travel,tourism,easy"
we explored the underground caves with a professional spelunking guide,プロの洞窟探検ガイドと一緒に地下洞窟を探検した,,"travel,tourism,medium"
the jet lag made it difficult to stay awake during the first day of sightseeing,時差ボケで観光初日は起きているのが困難だった,,"travel,tourism,easy"
the paragliding experience over the valley was absolutely exhilarating,谷の上空でのパラグライディング体験は本当に爽快だった,,"travel,tourism,medium"
I always pack a portable charger and universal adapter when traveling abroad,海外旅行の際はいつもモバイルバッテリーとユニバーサルアダプターを持っていく,,"travel,tourism,easy"
the language barrier made ordering food at the local restaurant quite challenging,言語の壁のため地元のレストランでの注文はかなり難しかった,,"travel,tourism,easy"
the night market was bustling with street food vendors and live music performances,ナイトマーケットは屋台料理の売り手とライブ音楽の演奏で賑わっていた,,"travel,tourism,easy"
we signed up for a cooking class to learn how to make traditional local dishes,伝統的な地元料理の作り方を学ぶために料理教室に申し込んだ,,"travel,tourism,medium"
the white sand beach with crystal clear water was exactly like the pictures online,真っ白な砂浜と透き通った水はオンラインの写真そのものだった,,"travel,tourism,easy"
our Airbnb host left us a handwritten guide to the best hidden spots in the city,Airbnbのホストが市内の隠れた名所の手書きガイドを残してくれた,,"travel,tourism,easy"
I always bring a small first aid kit when hiking in remote areas,辺鄙な場所でハイキングするときはいつも小さな救急箱を持っていく,,"travel,tourism,easy"
the vineyard tour included a tasting session of five different regional wines,ブドウ園ツアーには5種類の地元ワインのテイスティングが含まれていた,,"travel,tourism,medium"
the northern lights were visible from our cabin in Iceland during winter,冬にアイスランドのキャビンからオーロラが見えた,,"travel,tourism,medium"
we crossed the suspension bridge high above the jungle canopy,ジャングルの樹冠のはるか上空の吊り橋を渡った,,"travel,tourism,medium"
the pilgrimage route stretches over eight hundred kilometers across northern Spain,巡礼路はスペイン北部を横断する800キロメートル以上に及ぶ,,"travel,tourism,hard"
I got my international driving permit before renting a car overseas,海外でレンタカーを借りる前に国際運転免許証を取得した,,"travel,tourism,medium"
the archaeological site was designated as a UNESCO World Heritage location,その考古学的遺跡はユネスコ世界遺産に指定された,,"travel,tourism,medium"
we took an early morning balloon ride over the desert landscape,砂漠の景色の上を早朝の気球に乗った,,"travel,tourism,medium"
the traditional tea ceremony was a peaceful and meditative cultural experience,伝統的な茶道は平和で瞑想的な文化体験だった,,"travel,tourism,medium"
the overwater bungalow had a glass floor so you could see the fish below,水上バンガローにはガラスの床があり下の魚が見えた,,"travel,tourism,medium"
I purchased a rail pass that allowed unlimited travel across Europe for one month,ヨーロッパ全域を1か月間無制限に旅行できる鉄道パスを購入した,,"travel,tourism,medium"
the street performers in the plaza entertained tourists with live music and magic tricks,広場の大道芸人がライブ音楽とマジックで観光客を楽しませた,,"travel,tourism,easy"
we visited a remote fishing village accessible only by boat,船でしかアクセスできない離れた漁村を訪れた,,"travel,tourism,medium"
the helicopter tour of the Grand Canyon was worth every penny,グランドキャニオンのヘリコプターツアーはお金をかける価値があった,,"travel,tourism,medium"
the hostel organized a pub crawl for international travelers every Friday night,ホステルは毎週金曜の夜に国際旅行者向けのパブ巡りを企画していた,,"travel,tourism,easy"
the thermal baths in Budapest are among the most popular tourist attractions,ブダペストの温泉は最も人気のある観光名所の一つである,,"travel,tourism,medium"
I had to get several vaccinations before traveling to tropical regions,熱帯地域への旅行前にいくつかの予防接種を受けなければならなかった,,"travel,tourism,medium"
the overnight camping trip in the desert under the stars was magical,星の下での砂漠での一泊キャンプは幻想的だった,,"travel,tourism,medium"
the glacier hike required crampons and an experienced mountain guide,氷河ハイキングにはアイゼンと経験豊富な山岳ガイドが必要だった,,"travel,tourism,hard"
we joined a whale watching tour and spotted several humpback whales breaching,ホエールウォッチングツアーに参加しザトウクジラが数頭ブリーチングするのを見た,,"travel,tourism,medium"
the boutique hotel had a rooftop bar with a stunning view of the skyline,ブティックホテルにはスカイラインの素晴らしい眺めのルーフトップバーがあった,,"travel,tourism,medium"
I exchanged contact information with fellow travelers I met at the hostel,ホステルで出会った旅仲間と連絡先を交換した,,"travel,tourism,easy"
the scuba diving certification course took four days to complete,スキューバダイビングの認定コースは修了するのに4日かかった,,"travel,tourism,medium"
we watched the sunrise from the top of the volcano after a grueling night hike,過酷な夜間ハイキングの後 火山の頂上から日の出を見た,,"travel,tourism,hard"
the cultural festival featured traditional dances music and food from the region,文化祭はその地域の伝統的な踊り・音楽・料理を紹介した,,"travel,tourism,easy"
I always make digital copies of my important travel documents,旅行の重要書類はいつもデジタルコピーを作っている,,"travel,tourism,easy"
the rickshaw ride through the busy streets was both thrilling and terrifying,賑やかな通りをリキシャで走る体験はスリリングでもあり恐ろしくもあった,,"travel,tourism,medium"
the island hopping tour took us to five different islands in three days,アイランドホッピングツアーで3日間に5つの異なる島を巡った,,"travel,tourism,medium"
the medieval walled city was remarkably well preserved after centuries,中世の城壁に囲まれた街は何世紀も経って驚くほどよく保存されていた,,"travel,tourism,medium"
we rode camels across the sand dunes during our Sahara desert expedition,サハラ砂漠の遠征中にラクダに乗って砂丘を横断した,,"travel,tourism,medium"
the zip line over the rainforest canopy gave us an adrenaline rush,熱帯雨林の樹冠上のジップラインでアドレナリンが噴出した,,"travel,tourism,medium"
the night safari allowed us to observe nocturnal animals in their natural habitat,ナイトサファリで夜行性動物を自然の生息地で観察できた,,"travel,tourism,medium"
I purchased comprehensive travel insurance to cover any unexpected medical expenses,予期しない医療費をカバーするために包括的な旅行保険を購入した,,"travel,tourism,medium"
the underground river tour required us to wear helmets and life jackets,地下河川ツアーではヘルメットとライフジャケットの着用が求められた,,"travel,tourism,medium"
we took a scenic train ride through the Swiss Alps with snow-capped peaks on both sides,スイスアルプスを雪をかぶった山々を両側に見ながら風光明媚な列車旅をした,,"travel,tourism,medium"
the floating market in Thailand offered fresh fruits and local delicacies from wooden boats,タイの水上マーケットでは木造船から新鮮な果物と地元の珍味が提供された,,"travel,tourism,medium"
I learned to say basic greetings in five different languages before my world trip,世界旅行の前に5つの異なる言語で基本的な挨拶を覚えた,,"travel,tourism,easy"
the bungee jumping experience from the bridge was the scariest thing I have ever done,橋からのバンジージャンプは今までで一番怖い体験だった,,"travel,tourism,medium"
we volunteered at a wildlife sanctuary during our gap year travels,ギャップイヤーの旅行中に野生動物保護施設でボランティアをした,,"travel,tourism,medium"
the infinity pool at the resort overlooked the turquoise ocean stretching to the horizon,リゾートのインフィニティプールからターコイズブルーの海が地平線まで広がっていた,,"travel,tourism,medium"
the local fisherman took us on a boat to a hidden lagoon only accessible by sea,地元の漁師が海からしか行けない隠れたラグーンにボートで連れて行ってくれた,,"travel,tourism,medium"
I kept a travel journal and sketched the landscapes at every destination,旅行日記をつけ各目的地で風景をスケッチした,,"travel,tourism,easy"
the treehouse hotel deep in the rainforest was the most unique accommodation I have ever stayed in,熱帯雨林の奥深くにあるツリーハウスホテルは今まで泊まった中で最もユニークな宿泊施設だった,,"travel,tourism,medium"
the sand dune surfing in Namibia was an unexpected highlight of the African safari,ナミビアでの砂丘サーフィンはアフリカンサファリの予想外のハイライトだった,,"travel,tourism,medium"
we attended a traditional Maori cultural performance during our visit to New Zealand,ニュージーランド訪問中に伝統的なマオリ文化のパフォーマンスを観覧した,,"travel,tourism,medium"
the sunrise yoga session on the beach set the perfect tone for the rest of the vacation,ビーチでの朝日ヨガセッションが残りの休暇に完璧なトーンを設定した,,"travel,tourism,easy"
the high-altitude trek to base camp took five days of strenuous hiking,ベースキャンプへの高地トレッキングは5日間の激しいハイキングを要した,,"travel,tourism,hard"
the old town square was filled with outdoor cafes serving freshly brewed local coffee,旧市街の広場は淹れたての地元コーヒーを提供するオープンカフェでいっぱいだった,,"travel,tourism,easy"
