text,translation,note,categories
the trolley problem is a thought experiment in ethics about moral decision making,トロッコ問題は道徳的意思決定に関する倫理学の思考実験である,,"psychology,philosophy,medium"
attachment theory describes the dynamics of long-term interpersonal relationships,愛着理論は長期的な対人関係のダイナミクスを記述する,,"psychology,philosophy,medium"
Kant's categorical imperative states that one should act only according to universalizable principles,カントの定言命法は普遍化可能な原則に従ってのみ行動すべきだと述べる,,"psychology,philosophy,hard"
the bystander effect shows that individuals are less likely to help when others are present,傍観者効果は他者がいると個人が助ける可能性が低くなることを示す,,"psychology,philosophy,medium"
stoicism teaches that virtue is the highest good and that we should focus on what we can control,ストア哲学は美徳が最高善であり制御できることに集中すべきだと教える,,"psychology,philosophy,medium"
the Dunning-Kruger effect describes how people with limited knowledge overestimate their competence,ダニング・クルーガー効果は限られた知識を持つ人が自分の能力を過大評価する現象を記述する,,"psychology,philosophy,medium"
John Locke argued that the human mind at birth is a blank slate shaped by experience,ジョン・ロックは人間の心は生まれた時は白紙で経験によって形成されると主張した,,"psychology,philosophy,hard"
mindfulness meditation reduces stress by focusing attention on the present moment,マインドフルネス瞑想は今この瞬間に注意を集中することでストレスを軽減する,,"psychology,philosophy,easy"
the ship of Theseus poses the question of whether an object remains the same after all its parts are replaced,テセウスの船はすべての部品が交換された後も物体は同じであるかという問いを提起する,,"psychology,philosophy,hard"
operant conditioning uses rewards and punishments to shape behavior,オペラント条件づけは報酬と罰を使って行動を形成する,,"psychology,philosophy,medium"
Aristotle believed that happiness is achieved through the practice of virtue,アリストテレスは幸福は美徳の実践を通じて達成されると信じた,,"psychology,philosophy,medium"
confirmation bias leads people to favor information that confirms their existing beliefs,確証バイアスは既存の信念を裏付ける情報を優先する傾向をもたらす,,"psychology,philosophy,medium"
the social contract theory explains the origin of government and political obligation,社会契約論は政府と政治的義務の起源を説明する,,"psychology,philosophy,hard"
the Milgram experiment demonstrated how authority can influence ordinary people to obey harmful orders,ミルグラム実験は権威がいかに一般の人々に有害な命令に従わせるかを示した,,"psychology,philosophy,hard"
phenomenology studies the structures of consciousness as experienced from the first-person point of view,現象学は一人称の視点から経験される意識の構造を研究する,,"psychology,philosophy,hard"
the halo effect causes our overall impression of a person to influence how we judge their specific traits,ハロー効果は人の全体的な印象がその人の特定の特性の判断に影響を与える,,"psychology,philosophy,medium"
Jean-Paul Sartre argued that existence precedes essence meaning we define ourselves through actions,サルトルは実存は本質に先立つと主張し行動を通じて自己を定義すると述べた,,"psychology,philosophy,hard"
neuroplasticity is the brain's ability to reorganize itself by forming new neural connections,神経可塑性は新しい神経接続を形成して脳が自身を再編成する能力である,,"psychology,philosophy,medium"
the problem of evil asks how an all-powerful benevolent God can allow suffering,悪の問題は全能で慈悲深い神がなぜ苦しみを許すのかを問う,,"psychology,philosophy,hard"
groupthink occurs when the desire for harmony in a group overrides realistic evaluation,集団思考はグループでの調和への欲求が現実的な評価を覆すときに起こる,,"psychology,philosophy,medium"
pragmatism evaluates ideas based on their practical consequences and usefulness,プラグマティズムはアイデアをその実際的な結果と有用性に基づいて評価する,,"psychology,philosophy,medium"
the Zeigarnik effect states that people remember uncompleted tasks better than completed ones,ツァイガルニク効果は人は完了したタスクよりも未完了のタスクをよく覚えることを述べる,,"psychology,philosophy,medium"
determinism holds that every event is causally determined by prior events,決定論はすべての出来事は先行する出来事によって因果的に決定されると主張する,,"psychology,philosophy,hard"
the mere exposure effect shows that people develop a preference for things they encounter frequently,単純接触効果は人は頻繁に接触するものに対して好意を発達させることを示す,,"psychology,philosophy,medium"
the mind-body problem asks how mental states relate to physical states of the brain,心身問題は精神状態が脳の物理的状態とどう関係するかを問う,,"psychology,philosophy,hard"
self-fulfilling prophecy occurs when a belief causes behavior that makes the belief come true,自己成就的予言は信念がその信念を実現させる行動を引き起こすときに起こる,,"psychology,philosophy,medium"
virtue ethics emphasizes the development of good character traits as the basis for moral behavior,徳倫理学は道徳的行動の基礎としての良い性格特性の発達を強調する,,"psychology,philosophy,hard"
the anchoring bias causes people to rely too heavily on the first piece of information they receive,アンカリングバイアスは最初に受け取った情報に過度に依存する傾向を引き起こす,,"psychology,philosophy,medium"
the free will debate questions whether human actions are truly voluntary or predetermined,自由意志の議論は人間の行動が真に自発的か予め決定されているかを問う,,"psychology,philosophy,hard"
intrinsic motivation comes from within and is driven by personal satisfaction,内発的動機づけは内面から来て個人的な満足感によって駆動される,,"psychology,philosophy,easy"
the paradox of choice suggests that too many options can lead to decision paralysis,選択のパラドックスは選択肢が多すぎると決断の麻痺につながることを示唆する,,"psychology,philosophy,medium"
Rousseau believed that humans are naturally good but corrupted by society,ルソーは人間は本来善であるが社会によって堕落させられると信じた,,"psychology,philosophy,hard"
the spotlight effect causes people to overestimate how much others notice their appearance and behavior,スポットライト効果は他者が自分の外見や行動にどれだけ気づくかを過大評価させる,,"psychology,philosophy,medium"
epistemology is the branch of philosophy concerned with the nature and scope of knowledge,認識論は知識の本質と範囲に関わる哲学の分野である,,"psychology,philosophy,hard"
learned helplessness occurs when repeated negative experiences convince someone they cannot change their situation,学習性無力感は繰り返しの否定的経験が状況を変えられないと確信させるときに起こる,,"psychology,philosophy,medium"
the veil of ignorance thought experiment asks what rules you would choose if you didn't know your place in society,無知のヴェール思考実験は社会での自分の立場を知らない場合どのようなルールを選ぶかを問う,,"psychology,philosophy,hard"
the availability heuristic causes people to judge the likelihood of events based on how easily examples come to mind,利用可能性ヒューリスティックは例がどれだけ容易に思い浮かぶかで出来事の可能性を判断させる,,"psychology,philosophy,medium"
nihilism rejects the idea that life has inherent meaning or value,ニヒリズムは人生に固有の意味や価値があるという考えを否定する,,"psychology,philosophy,hard"
the growth mindset believes that abilities can be developed through dedication and hard work,成長マインドセットは能力は献身と努力によって発達させられると信じる,,"psychology,philosophy,easy"
the categorical syllogism is a form of deductive reasoning consisting of two premises and a conclusion,定言三段論法は2つの前提と結論からなる演繹的推論の形式である,,"psychology,philosophy,hard"
the recency effect causes people to better remember the last items in a series,新近性効果は一連の最後の項目をよりよく記憶させる,,"psychology,philosophy,medium"
the golden mean in Aristotelian ethics represents the desirable middle between two extremes,アリストテレス倫理学の中庸は二つの極端の間の望ましい中間を表す,,"psychology,philosophy,hard"
the fundamental attribution error leads people to overemphasize personality and underestimate situations,根本的帰属の誤りは人格を過度に強調し状況を過小評価させる,,"psychology,philosophy,medium"
moral relativism holds that moral judgments are not universally valid but culturally dependent,道徳相対主義は道徳的判断は普遍的に有効ではなく文化に依存すると主張する,,"psychology,philosophy,hard"
the peak-end rule shows that people judge experiences based on their most intense moment and ending,ピーク・エンドの法則は人々が経験を最も強烈な瞬間と結末に基づいて判断することを示す,,"psychology,philosophy,medium"
logical positivism holds that only statements verifiable through empirical observation are meaningful,論理実証主義は経験的観察を通じて検証可能な命題のみが有意義であると主張する,,"psychology,philosophy,hard"
cognitive dissonance occurs when a person holds two contradictory beliefs simultaneously,認知的不協和は一人の人が二つの矛盾する信念を同時に持つときに起こる,,"psychology,philosophy,medium"
the philosophy of language examines the nature of meaning truth and reference,言語哲学は意味・真理・指示の本質を検討する,,"psychology,philosophy,hard"
the sunk cost fallacy leads people to continue investing in something because of past investment,サンクコストの誤謬は過去の投資のために何かに投資し続ける傾向をもたらす,,"psychology,philosophy,medium"
empathy is the ability to understand and share the feelings of another person,共感とは他者の感情を理解し共有する能力のことだ,,"psychology,philosophy,easy"
the observer effect in psychology suggests that people change behavior when they know they are being watched,心理学の観察者効果は見られていることを知ると行動が変わることを示唆する,,"psychology,philosophy,medium"
hedonism is the philosophical view that pleasure is the highest good,快楽主義は快楽が最高善であるという哲学的見解である,,"psychology,philosophy,medium"
the hindsight bias makes past events seem more predictable than they actually were,後知恵バイアスは過去の出来事を実際より予測可能だったように見せる,,"psychology,philosophy,medium"
aesthetics is the branch of philosophy dealing with the nature of beauty and taste,美学は美と趣味の本質を扱う哲学の分野である,,"psychology,philosophy,medium"
the bandwagon effect describes the tendency to adopt beliefs because many others hold them,バンドワゴン効果は多くの他者がそうしているからという理由で信念を採用する傾向を記述する,,"psychology,philosophy,medium"
the philosophy of mind explores consciousness thought and the relationship of mind to body,心の哲学は意識・思考・心と体の関係を探求する,,"psychology,philosophy,hard"
resilience is the psychological capacity to recover quickly from difficulties,レジリエンスは困難から素早く回復する心理的な能力である,,"psychology,philosophy,easy"
the is-ought problem questions whether moral conclusions can be derived from factual statements,is-ought問題は道徳的結論が事実的陳述から導出できるかを問う,,"psychology,philosophy,hard"
projection occurs when someone attributes their own unacceptable feelings to another person,投影は自分の受け入れがたい感情を他者に帰属させるときに起こる,,"psychology,philosophy,medium"
the principle of sufficient reason states that everything must have a reason or cause,充足理由の原理はすべてのものには理由か原因がなければならないと述べる,,"psychology,philosophy,hard"
flow state is the mental state of being completely absorbed in an activity,フロー状態とは活動に完全に没頭している精神状態のことだ,,"psychology,philosophy,easy"
the Sapir-Whorf hypothesis suggests that language influences the way we think and perceive the world,サピア・ウォーフ仮説は言語が思考と世界の知覚に影響を与えると示唆する,,"psychology,philosophy,hard"
the impostor syndrome causes high-achieving individuals to doubt their own accomplishments,インポスター症候群は高い成果を上げている人に自分の達成を疑わせる,,"psychology,philosophy,medium"
the Euthyphro dilemma asks whether something is good because God commands it or God commands it because it is good,エウテュプロンのジレンマは何かが善であるのは神が命じるからか神が命じるのはそれが善だからかを問う,,"psychology,philosophy,hard"
delayed gratification is the ability to resist the temptation of an immediate reward for a later greater reward,遅延報酬は即座の報酬の誘惑に抵抗しより大きな後の報酬を待つ能力だ,,"psychology,philosophy,medium"
the naturalistic fallacy argues that what is natural is not necessarily what is morally good,自然主義的誤謬は自然なことが必ずしも道徳的に善いわけではないと論じる,,"psychology,philosophy,hard"
metacognition is the awareness and understanding of one's own thought processes,メタ認知とは自分自身の思考プロセスに対する認識と理解のことだ,,"psychology,philosophy,medium"
the doctrine of double effect distinguishes between intended and merely foreseen consequences,二重効果の原則は意図された結果と単に予見された結果を区別する,,"psychology,philosophy,hard"
the negativity bias causes people to give more weight to negative experiences than positive ones,ネガティビティバイアスは人々にポジティブな経験よりもネガティブな経験に重きを置かせる,,"psychology,philosophy,medium"
rationalism holds that reason is the primary source of knowledge independent of experience,合理主義は理性が経験とは独立した知識の主要な源泉であると主張する,,"psychology,philosophy,hard"
the Pygmalion effect shows that higher expectations lead to improved performance,ピグマリオン効果はより高い期待がパフォーマンスの向上につながることを示す,,"psychology,philosophy,medium"
solipsism is the philosophical idea that only one's own mind can be known to exist,唯我論は自分自身の心だけが存在すると知り得るという哲学的考えだ,,"psychology,philosophy,hard"
the endowment effect causes people to value things more highly simply because they own them,保有効果は人々に所有しているという理由だけで物をより高く評価させる,,"psychology,philosophy,medium"
the trolley problem illustrates the tension between utilitarian and deontological ethics,トロッコ問題は功利主義的倫理と義務論的倫理の間の緊張を示す,,"psychology,philosophy,medium"
gratitude has been shown to significantly improve psychological well-being and life satisfaction,感謝は心理的幸福感と人生の満足度を大幅に向上させることが示されている,,"psychology,philosophy,easy"
the experience machine thought experiment challenges whether pleasure alone constitutes a good life,経験マシンの思考実験は快楽だけが良い人生を構成するかどうかを問う,,"psychology,philosophy,hard"
the status quo bias is the preference for the current state of affairs over change,現状維持バイアスは変化よりも現在の状態を好む傾向である,,"psychology,philosophy,medium"
the meaning of life is perhaps the most fundamental question in all of philosophy,人生の意味はおそらく哲学全体で最も根本的な問いである,,"psychology,philosophy,medium"
the optimism bias causes people to believe they are less likely to experience negative events,楽観バイアスは人々にネガティブな出来事を経験する可能性が低いと信じさせる,,"psychology,philosophy,medium"
the absurdist philosophy of Camus argues that life is inherently meaningless but worth living anyway,カミュの不条理の哲学は人生は本質的に無意味だがそれでも生きる価値があると主張する,,"psychology,philosophy,hard"
the illusion of control leads people to believe they have more influence over events than they actually do,制御の錯覚は人々に実際よりも出来事に対する影響力があると信じさせる,,"psychology,philosophy,medium"
the categorical imperative requires us to treat people as ends in themselves never merely as means,定言命法は人を手段としてのみでなく常に目的そのものとして扱うことを要求する,,"psychology,philosophy,hard"
