text,translation,note,categories
apoptosis is the programmed cell death process that eliminates damaged cells,アポトーシスは損傷した細胞を排除するプログラムされた細胞死の過程である,,"biology,academic,hard"
the polymerase chain reaction amplifies specific segments of DNA exponentially,ポリメラーゼ連鎖反応はDNAの特定のセグメントを指数関数的に増幅する,,"biology,academic,hard"
signal transduction pathways convert extracellular signals into intracellular responses,シグナル伝達経路は細胞外シグナルを細胞内応答に変換する,,"biology,academic,hard"
the biome is defined by its climate and the dominant forms of plant life,バイオームはその気候と優占する植物の形態によって定義される,,"biology,academic,hard"
allosteric regulation modulates enzyme activity by binding at a non-active site,アロステリック調節は活性部位以外の部位への結合により酵素活性を調節する,,"biology,academic,hard"
gene therapy introduces functional genes to correct genetic disorders,遺伝子治療は遺伝性疾患を矯正するために機能的な遺伝子を導入する,,"biology,academic,hard"
the endosymbiotic theory explains the origin of mitochondria and chloroplasts,内部共生説はミトコンドリアと葉緑体の起源を説明する,,"biology,academic,hard"
gel electrophoresis separates DNA fragments by size using an electric field,ゲル電気泳動は電場を使ってDNA断片をサイズ別に分離する,,"biology,academic,hard"
keystone species have a disproportionately large effect on their ecosystem,キーストーン種は生態系に不釣り合いに大きな影響を与える,,"biology,academic,hard"
the lac operon is a model for understanding gene regulation in prokaryotes,lacオペロンは原核生物の遺伝子調節を理解するためのモデルである,,"biology,academic,hard"
trophic levels represent the position of organisms in the energy flow of a food chain,栄養段階は食物連鎖のエネルギーの流れにおける生物の位置を表す,,"biology,academic,hard"
angiogenesis is the formation of new blood vessels from pre-existing vasculature,血管新生は既存の血管系から新しい血管が形成される過程である,,"biology,academic,hard"
the microbiome consists of trillions of microorganisms living in and on the human body,マイクロバイオームは人体の内外に生息する数兆の微生物で構成される,,"biology,academic,hard"
telomeres protect chromosome ends from deterioration during DNA replication,テロメアはDNA複製中に染色体末端を劣化から守る,,"biology,academic,hard"
the Calvin cycle fixes carbon dioxide into organic molecules in the chloroplast stroma,カルビン回路は葉緑体ストロマで二酸化炭素を有機分子に固定する,,"biology,academic,hard"
horizontal gene transfer enables genetic exchange between unrelated organisms,水平遺伝子伝播は無関係な生物間の遺伝的交換を可能にする,,"biology,academic,hard"
the humoral immune response involves antibody production by B lymphocytes,体液性免疫応答はBリンパ球による抗体産生を含む,,"biology,academic,hard"
bioaccumulation increases toxin concentration at higher trophic levels,生物蓄積はより高い栄養段階で毒素濃度を増加させる,,"biology,academic,hard"
the Michaelis-Menten equation describes the kinetics of enzyme-catalyzed reactions,ミカエリス・メンテンの式は酵素触媒反応の動力学を記述する,,"biology,academic,hard"
neural plasticity allows the brain to reorganize connections after injury,神経可塑性は損傷後に脳が接続を再編成することを可能にする,,"biology,academic,hard"
eutrophication occurs when excess nutrients stimulate algal overgrowth in water bodies,富栄養化は過剰な栄養素が水域での藻類の過剰成長を刺激するときに起こる,,"biology,academic,hard"
the double helix structure of DNA was proposed by Watson and Crick in 1953,DNAの二重らせん構造は1953年にワトソンとクリックによって提唱された,,"biology,academic,hard"
obligate anaerobes cannot survive in the presence of oxygen,偏性嫌気性生物は酸素の存在下では生存できない,,"biology,academic,hard"
the phylogenetic tree represents evolutionary relationships among species,系統樹は種間の進化的関係を表す,,"biology,academic,hard"
osmosis is the movement of water across a semipermeable membrane down its concentration gradient,浸透は水が濃度勾配に従って半透膜を通過する移動である,,"biology,academic,hard"
restriction enzymes cut DNA at specific recognition sequences,制限酵素は特定の認識配列でDNAを切断する,,"biology,academic,hard"
the oxygen dissociation curve shows hemoglobin's affinity for oxygen at different partial pressures,酸素解離曲線は異なる分圧でのヘモグロビンの酸素親和性を示す,,"biology,academic,hard"
founder effect occurs when a small group establishes a population with limited genetic diversity,創始者効果は小集団が限られた遺伝的多様性を持つ集団を確立するときに起こる,,"biology,academic,hard"
the sarcoplasmic reticulum stores calcium ions essential for muscle contraction,筋小胞体は筋収縮に不可欠なカルシウムイオンを貯蔵する,,"biology,academic,hard"
metagenomics analyzes genetic material recovered directly from environmental samples,メタゲノミクスは環境サンプルから直接回収された遺伝物質を解析する,,"biology,academic,hard"
the complement system enhances the ability of antibodies to clear pathogens,補体系は抗体の病原体除去能力を強化する,,"biology,academic,hard"
biofilms are structured communities of microorganisms attached to surfaces,バイオフィルムは表面に付着した微生物の構造化された群集である,,"biology,academic,hard"
gene expression is regulated at the transcriptional and post-transcriptional levels,遺伝子発現は転写レベルおよび転写後レベルで調節される,,"biology,academic,hard"
the citric acid cycle is the central metabolic hub connecting carbohydrate lipid and protein metabolism,クエン酸回路は糖質・脂質・タンパク質代謝をつなぐ中心的な代謝ハブである,,"biology,academic,hard"
recombinant DNA technology combines genetic material from different sources,組換えDNA技術は異なる供給源からの遺伝物質を組み合わせる,,"biology,academic,hard"
innate immunity provides the first line of defense against invading pathogens,自然免疫は侵入する病原体に対する最初の防御線を提供する,,"biology,academic,hard"
nitrogen fixation by rhizobia in root nodules enriches soil fertility,根粒の根粒菌による窒素固定は土壌肥沃度を高める,,"biology,academic,hard"
the electron transport chain generates a proton motive force across the inner mitochondrial membrane,電子伝達鎖はミトコンドリア内膜を横切るプロトン駆動力を生成する,,"biology,academic,hard"
polyploidy plays an important role in speciation among flowering plants,倍数性は顕花植物の種分化において重要な役割を果たす,,"biology,academic,hard"
neurotransmitters are released into the synaptic cleft to relay signals between neurons,神経伝達物質はシナプス間隙に放出されニューロン間の信号を中継する,,"biology,academic,hard"
the bottleneck effect drastically reduces genetic variation in a population,ボトルネック効果は集団の遺伝的変異を劇的に減少させる,,"biology,academic,hard"
autophagy degrades damaged organelles and recycles their molecular components,オートファジーは損傷したオルガネラを分解しその分子成分をリサイクルする,,"biology,academic,hard"
chemiosmosis couples electron transport to ATP synthesis via a proton gradient,化学浸透はプロトン勾配を介して電子伝達をATP合成に結合する,,"biology,academic,hard"
the competitive exclusion principle states that two species competing for the same resource cannot coexist,競争排除の原理は同じ資源を巡って競争する2種は共存できないとする,,"biology,academic,hard"
chromatin remodeling alters nucleosome positioning to regulate gene accessibility,クロマチンリモデリングはヌクレオソームの配置を変えて遺伝子のアクセス性を調節する,,"biology,academic,hard"
the carrying capacity represents the maximum population size an environment can sustain,環境収容力は環境が持続的に支えられる最大個体数を表す,,"biology,academic,hard"
monoclonal antibodies are produced by identical immune cells and target a single epitope,モノクローナル抗体は同一の免疫細胞によって産生され単一のエピトープを標的とする,,"biology,academic,hard"
the glycolysis pathway converts one molecule of glucose into two molecules of pyruvate,解糖系は1分子のグルコースを2分子のピルビン酸に変換する,,"biology,academic,hard"
allelopathy involves the release of biochemicals that inhibit the growth of neighboring plants,アレロパシーは近隣植物の成長を阻害する生化学物質の放出を伴う,,"biology,academic,hard"
transcription factors bind to promoter regions to initiate gene transcription,転写因子はプロモーター領域に結合して遺伝子の転写を開始する,,"biology,academic,hard"
the Hardy-Weinberg equilibrium is disrupted by mutation selection drift and gene flow,ハーディ・ワインベルグ平衡は突然変異・選択・遺伝的浮動・遺伝子流動によって乱される,,"biology,academic,hard"
lysosomes contain hydrolytic enzymes that break down cellular waste,リソソームは細胞廃棄物を分解する加水分解酵素を含む,,"biology,academic,hard"
the carbon cycle describes the movement of carbon through the atmosphere biosphere and geosphere,炭素循環は大気圏・生物圏・地圏を通じた炭素の移動を表す,,"biology,academic,hard"
coevolution occurs when two or more species reciprocally affect each other's evolution,共進化は2つ以上の種が互いの進化に相互に影響を与えるときに起こる,,"biology,academic,hard"
Southern blotting detects specific DNA sequences after gel electrophoresis,サザンブロッティングはゲル電気泳動後の特定のDNA配列を検出する,,"biology,academic,hard"
the blood-brain barrier selectively restricts substances from entering the central nervous system,血液脳関門は中枢神経系への物質の侵入を選択的に制限する,,"biology,academic,hard"
island biogeography predicts species richness based on island size and isolation,島の生物地理学は島の大きさと隔離度に基づいて種の豊富さを予測する,,"biology,academic,hard"
RNA interference silences gene expression by degrading complementary messenger RNA,RNA干渉は相補的なメッセンジャーRNAを分解して遺伝子発現を抑制する,,"biology,academic,hard"
fermentation allows cells to produce ATP without the use of oxygen,発酵は細胞が酸素を使わずにATPを産生することを可能にする,,"biology,academic,hard"
adaptive radiation results in the rapid diversification of a single lineage,適応放散は単一の系統の急速な多様化をもたらす,,"biology,academic,hard"
the chloroplast genome encodes proteins essential for photosynthesis,葉緑体ゲノムは光合成に不可欠なタンパク質をコードする,,"biology,academic,hard"
prions are misfolded proteins that cause neurodegenerative diseases,プリオンは神経変性疾患を引き起こす誤って折りたたまれたタンパク質である,,"biology,academic,hard"
the vagus nerve plays a critical role in regulating parasympathetic functions,迷走神経は副交感神経機能の調節に重要な役割を果たす,,"biology,academic,hard"
mutualism benefits both species involved in the interaction,相利共生は相互作用に関わる両方の種に利益をもたらす,,"biology,academic,hard"
Western blotting detects specific proteins in a sample using antibodies,ウェスタンブロッティングは抗体を使用してサンプル中の特定のタンパク質を検出する,,"biology,academic,hard"
circadian rhythms regulate physiological processes on a roughly twenty-four hour cycle,概日リズムはおよそ24時間周期で生理学的プロセスを調節する,,"biology,academic,hard"
the zona pellucida is a glycoprotein layer surrounding the mammalian oocyte,透明帯は哺乳類の卵母細胞を取り囲む糖タンパク質層である,,"biology,academic,hard"
quorum sensing allows bacteria to coordinate behavior based on population density,クオラムセンシングは細菌が個体数密度に基づいて行動を協調させることを可能にする,,"biology,academic,hard"
the Frank-Starling mechanism relates cardiac output to venous return,フランク・スターリングの法則は心拍出量を静脈還流に関連づける,,"biology,academic,hard"
mycorrhizal fungi form symbiotic associations with the roots of most land plants,菌根菌はほとんどの陸上植物の根と共生的関係を形成する,,"biology,academic,hard"
operant conditioning modifies behavior through reinforcement and punishment,オペラント条件づけは強化と罰を通じて行動を修正する,,"biology,academic,hard"
